,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
659,20220531,2652,まんだらけ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
660,20220531,2653,イオン九州,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
661,20220531,2654,アスモ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
662,20220531,2656,ベクター,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
663,20220531,2659,サンエー,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
664,20220531,2664,カワチ薬品,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
665,20220531,2666,オートウェーブ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
666,20220531,2667,イメージ　ワン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
667,20220531,2668,タビオ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
668,20220531,2669,カネ美食品,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
669,20220531,2670,エービーシー・マート,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
670,20220531,2673,夢みつけ隊,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
671,20220531,2674,ハードオフコーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
672,20220531,2676,高千穂交易,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
673,20220531,2678,アスクル,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
674,20220531,2681,ゲオホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
675,20220531,2683,魚喜,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
676,20220531,2685,アダストリア,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
677,20220531,2686,ジーフット,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
678,20220531,2687,シー・ヴイ・エス・ベイエリア,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
679,20220531,2689,オルバヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
680,20220531,2692,伊藤忠食品,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
681,20220531,2693,ＹＫＴ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
682,20220531,2694,焼肉坂井ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
683,20220531,2695,くら寿司,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
684,20220531,2698,キャンドゥ,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
685,20220531,2700,木徳神糧,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
686,20220531,2702,日本マクドナルドホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
687,20220531,2705,大戸屋ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
688,20220531,2706,ブロッコリー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 ,-,-
689,20220531,2708,久世,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
690,20220531,2715,エレマテック,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
691,20220531,2721,ジェイホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
692,20220531,2722,アイケイ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
693,20220531,2726,パルグループホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
694,20220531,2729,ＪＡＬＵＸ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
695,20220531,2730,エディオン,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
696,20220531,2733,あらた,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
697,20220531,2734,サーラコーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
698,20220531,2735,ワッツ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
699,20220531,2736,フェスタリアホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
700,20220531,2737,トーメンデバイス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
701,20220531,2742,ハローズ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
702,20220531,2743,ピクセルカンパニーズ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
703,20220531,2747,北雄ラッキー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
704,20220531,2749,ＪＰホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
705,20220531,2750,石光商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
706,20220531,2751,テンポスホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
707,20220531,2752,フジオフードグループ本社,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
708,20220531,2753,あみやき亭,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
709,20220531,2754,東葛ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
710,20220531,2760,東京エレクトロン　デバイス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
711,20220531,2761,トシン・グループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
712,20220531,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
713,20220531,2763,エフティグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
714,20220531,2764,ひらまつ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
715,20220531,2767,フィールズ,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
716,20220531,2768,双日,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
717,20220531,2769,ウ゛ィレッジウ゛ァンガードコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
718,20220531,2773,ミューチュアル,スタンダード（内国株式）,3600,機械,8,機械 ,-,-
719,20220531,2776,新都ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
720,20220531,2777,カッシーナ・イクスシー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
721,20220531,2778,パレモ・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
722,20220531,2780,コメ兵ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
723,20220531,2782,セリア,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
724,20220531,2784,アルフレッサ　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
725,20220531,2788,アップルインターナショナル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
726,20220531,2789,カルラ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
727,20220531,2790,ナフコ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
728,20220531,2791,大黒天物産,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
729,20220531,2792,ハニーズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
730,20220531,2795,日本プリメックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
731,20220531,2796,ファーマライズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
732,20220531,2798,ワイズテーブルコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
733,20220531,2801,キッコーマン,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
734,20220531,2802,味の素,プライム（内国株式）,3050,食料品,1,食品 ,2,TOPIX Large70
735,20220531,2804,ブルドックソース,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
736,20220531,2805,ヱスビー食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
737,20220531,2806,ユタカフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
738,20220531,2809,キユーピー,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
739,20220531,2810,ハウス食品グループ本社,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
740,20220531,2811,カゴメ,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
741,20220531,2812,焼津水産化学工業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
742,20220531,2813,和弘食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
743,20220531,2814,佐藤食品工業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
744,20220531,2815,アリアケジャパン,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
745,20220531,2816,ダイショー,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
746,20220531,2818,ピエトロ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
747,20220531,2819,エバラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
748,20220531,2820,やまみ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
749,20220531,2830,アヲハタ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
750,20220531,2831,はごろもフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
751,20220531,2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
752,20220531,2837,グローバルＸ　中小型リーダーズ　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
753,20220531,2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
754,20220531,2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
755,20220531,2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
756,20220531,2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
757,20220531,2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,ETF・ETN,-,-,-,-,-,-
758,20220531,2843,上場インデックスファンド豪州国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
759,20220531,2844,上場インデックスファンド豪州国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
760,20220531,2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
761,20220531,2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
762,20220531,2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
763,20220531,2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
764,20220531,2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
765,20220531,2850,ＮＥＸＴ　ＦＵＮＤＳ　ＳｏｌａｃｔｉｖｅジャパンＥＳＧコア指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
766,20220531,2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
767,20220531,2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
768,20220531,2871,ニチレイ,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
769,20220531,2872,セイヒョー,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
770,20220531,2874,横浜冷凍,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
771,20220531,2875,東洋水産,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
772,20220531,2876,デルソーレ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
773,20220531,2877,日東ベスト,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
774,20220531,2882,イートアンドホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
775,20220531,2883,大冷,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
776,20220531,2884,ヨシムラ・フード・ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
777,20220531,2892,日本食品化工,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
778,20220531,2894,石井食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
779,20220531,2897,日清食品ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
780,20220531,2899,永谷園ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
781,20220531,2901,石垣食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
782,20220531,2903,シノブフーズ,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
783,20220531,2904,一正蒲鉾,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
784,20220531,2905,オーケー食品工業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
785,20220531,2907,あじかん,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
786,20220531,2908,フジッコ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
787,20220531,2910,ロック・フィールド,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
788,20220531,2911,旭松食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
789,20220531,2914,日本たばこ産業,プライム（内国株式）,3050,食料品,1,食品 ,2,TOPIX Large70
790,20220531,2915,ケンコーマヨネーズ,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
791,20220531,2916,仙波糖化工業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
792,20220531,2917,大森屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
793,20220531,2918,わらべや日洋ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
794,20220531,2922,なとり,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
795,20220531,2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
796,20220531,2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
797,20220531,2925,ピックルスコーポレーション,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
798,20220531,2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
799,20220531,2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
800,20220531,2929,ファーマフーズ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
801,20220531,2930,北の達人コーポレーション,プライム（内国株式）,3200,化学,4,素材・化学 ,6,TOPIX Small 1
802,20220531,2931,ユーグレナ,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
803,20220531,2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
804,20220531,2933,紀文食品,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
805,20220531,2934,ジェイフロンティア,グロース（内国株式）,3050,食料品,1,食品 ,-,-
806,20220531,2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
807,20220531,2970,グッドライフカンパニー,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
808,20220531,2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
809,20220531,2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
810,20220531,2975,スター・マイカ・ホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
811,20220531,2977,Ｌｉｖ－ｕｐ,PRO Market,8050,不動産業,17,不動産 ,-,-
812,20220531,2978,ツクルバ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
813,20220531,2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
814,20220531,2980,ＳＲＥホールディングス,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
815,20220531,2981,ランディックス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
816,20220531,2982,ＡＤワークスグループ,プライム（内国株式）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
817,20220531,2983,アールプランナー,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
818,20220531,2985,ファーストステージ,PRO Market,8050,不動産業,17,不動産 ,-,-
819,20220531,2986,ＬＡホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
820,20220531,2987,タスキ,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
821,20220531,2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
822,20220531,2990,アイダ設計,PRO Market,8050,不動産業,17,不動産 ,-,-
823,20220531,2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
824,20220531,2992,アーバンライク,PRO Market,8050,不動産業,17,不動産 ,-,-
825,20220531,2993,長栄,スタンダード（内国株式）,8050,不動産業,17,不動産 ,-,-
826,20220531,2994,アンサーホールディングス,PRO Market,8050,不動産業,17,不動産 ,-,-
827,20220531,2995,ジェイレックス・コーポレーション,PRO Market,8050,不動産業,17,不動産 ,-,-
828,20220531,2997,ストレージ王,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
829,20220531,2998,クリアル,グロース（内国株式）,8050,不動産業,17,不動産 ,-,-
830,20220531,3001,片倉工業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
831,20220531,3002,グンゼ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
832,20220531,3003,ヒューリック,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
833,20220531,3004,神栄,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
834,20220531,3010,ポラリス・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
835,20220531,3011,バナーズ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
836,20220531,3020,アプライド,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
837,20220531,3021,パシフィックネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
838,20220531,3023,ラサ商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
839,20220531,3024,クリエイト,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
840,20220531,3028,アルペン,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
841,20220531,3030,ハブ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
842,20220531,3031,ラクーンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
843,20220531,3034,クオールホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
844,20220531,3035,ケイティケイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
845,20220531,3036,アルコニックス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
846,20220531,3038,神戸物産,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
847,20220531,3039,碧,PRO Market,6100,小売業,14,小売 ,-,-
848,20220531,3040,ソリトンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
849,20220531,3041,ビューティ花壇,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
850,20220531,3042,セキュアヴェイル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
851,20220531,3045,カワサキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
852,20220531,3046,ジンズホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
853,20220531,3048,ビックカメラ,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
854,20220531,3050,ＤＣＭホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
855,20220531,3053,ペッパーフードサービス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
856,20220531,3054,ハイパー,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
857,20220531,3058,三洋堂ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
858,20220531,3059,ヒラキ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
859,20220531,3063,ジェイグループホールディングス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
860,20220531,3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
861,20220531,3065,ライフフーズ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
862,20220531,3067,東京一番フーズ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
863,20220531,3068,ＷＤＩ,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
864,20220531,3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
865,20220531,3070,アマガサ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
866,20220531,3071,ストリーム,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
867,20220531,3073,ＤＤホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
868,20220531,3075,銚子丸,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
869,20220531,3076,あい　ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
870,20220531,3077,ホリイフードサービス,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
871,20220531,3079,ディーブイエックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
872,20220531,3080,ジェーソン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
873,20220531,3082,きちりホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
874,20220531,3083,シーズメン,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
875,20220531,3085,アークランドサービスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
876,20220531,3086,Ｊ．フロント　リテイリング,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
877,20220531,3087,ドトール・日レスホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
878,20220531,3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
879,20220531,3089,テクノアルファ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
880,20220531,3091,ブロンコビリー,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
881,20220531,3092,ＺＯＺＯ,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
882,20220531,3093,トレジャー・ファクトリー,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
883,20220531,3094,スーパーバリュー,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
884,20220531,3096,オーシャンシステム,スタンダード（内国株式）,6100,小売業,14,小売 ,-,-
885,20220531,3097,物語コーポレーション,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
886,20220531,3099,三越伊勢丹ホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
887,20220531,3101,東洋紡,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,4,TOPIX Mid400
888,20220531,3103,ユニチカ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
889,20220531,3104,富士紡ホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
890,20220531,3105,日清紡ホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密 ,4,TOPIX Mid400
891,20220531,3106,倉敷紡績,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
892,20220531,3107,ダイワボウホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,4,TOPIX Mid400
893,20220531,3109,シキボウ,プライム（内国株式）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
894,20220531,3110,日東紡績,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材 ,6,TOPIX Small 1
895,20220531,3111,オーミケンシ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
896,20220531,3113,Ｏａｋ　キャピタル,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
897,20220531,3116,トヨタ紡織,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機 ,4,TOPIX Mid400
898,20220531,3121,マーチャント・バンカーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
899,20220531,3123,サイボー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 ,-,-
900,20220531,3131,シンデン・ハイテックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
901,20220531,3132,マクニカ・富士エレホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
902,20220531,3133,海帆,グロース（内国株式）,6100,小売業,14,小売 ,-,-
903,20220531,3134,Ｈａｍｅｅ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
904,20220531,3135,マーケットエンタープライズ,プライム（内国株式）,6100,小売業,14,小売 ,7,TOPIX Small 2
905,20220531,3137,ファンデリー,グロース（内国株式）,6100,小売業,14,小売 ,-,-
906,20220531,3138,富士山マガジンサービス,グロース（内国株式）,6100,小売業,14,小売 ,-,-
907,20220531,3139,ラクト・ジャパン,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
908,20220531,3140,ＢＲＵＮＯ,グロース（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
909,20220531,3141,ウエルシアホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,4,TOPIX Mid400
910,20220531,3143,オーウイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 ,-,-
911,20220531,3148,クリエイトＳＤホールディングス,プライム（内国株式）,6100,小売業,14,小売 ,6,TOPIX Small 1
912,20220531,3150,グリムス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
913,20220531,3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
914,20220531,3153,八洲電機,プライム（内国株式）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
